article_id,title,true_label,label,confidence,summary,tone,bias_score,claims,fact_check,bias,elapsed_s,error
28524,Hawaii issues first challenge to Trump's new travel ban,REAL,REAL,0.9,"Both claims are supported by credible news sources, with the state of Hawaii requesting an emergency court hearing to challenge President Trump's revised travel ban and U.S. District Court Judge Derrick Watson ruling that the state could sue over the new order.",neutral,0.15,"{""claims"":[""The state of Hawaii requested emergency court intervention on Wednesday to halt a revised executive order from President Donald Trump placing U.S. entry restrictions on refugees and travelers from six Muslim-majority countries."",""U.S. District Court Judge Derrick Watson ruled earlier in the day that the state could sue over Trump’s new order, which was signed by the president on Monday.""]}","{""results"":[{""claim"":""The state of Hawaii requested emergency court intervention on Wednesday to halt a revised executive order from President Donald Trump placing U.S. entry restrictions on refugees and travelers from six Muslim-majority countries."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Hawaii Requests Emergency Court Intervention to Halt Trump's Travel Ban - Hawaii News Now. The state of Hawaii has requested an emergency court hearing to challenge the revised travel ban issued by President Donald Trump on Monday, according to a statement released by the state attorney general’s office.""},{""claim"":""U.S. District Court Judge Derrick Watson ruled earlier in the day that the state could sue over Trump’s new order."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Hawaii Requests Emergency Hearing to Challenge Trump Travel Ban - Hawaii News Now. State of Hawaii has requested an emergency court hearing to challenge the revised travel ban issued by President Donald Trump on Monday, according to a statement released by the state attorney general’s office. The request comes after U.S. District Court Judge Derrick Watson ruled earlier in the day that the state could sue over Trump's new order.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",48.43,
2254, ‘Drain The Swamp’ Trump Is Now Doing White House Ads For Corporate America (VIDEO),FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""White House press release plagiarizes paragraph from Exxon press release."",""Trump filled his cabinet with individuals who previously worked for companies, such as Rex Tillerson of Exxon Mobil.""]}","{""results"":[{""claim"":""White House press release plagiarizes paragraph from Exxon press release."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search did not return any relevant articles, and DuckDuckGo search also returned no results.""},{""claim"":""Trump filled his cabinet with individuals who previously worked for companies, such as Rex Tillerson of Exxon Mobil."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""The article mentions that Rex Tillerson, former CEO of ExxonMobil, was confirmed as Secretary of State in Donald Trump's Cabinet.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",24.89,
40334,Graft probe into Mexico president's ally poses tricky challenge ahead of elections,REAL,REAL,0.98,"All three claims are supported by credible evidence from El Universal, a reputable Mexican news outlet. The bias score of 0.15 indicates the article is not biased towards any particular side, and the RoBERTa classifier signal is REAL with high confidence.",neutral,0.15,"{""claims"":[""Santiago Nieto, former boss of state oil firm Pemex and longtime ally of President Enrique Pena Nieto, was accused in a newspaper interview by Emilio Lozoya of writing to him to ask to be declared innocent of funneling Odebrecht cash to political campaigns."",""Alberto Elias Beltran, acting Attorney General, dismissed Santiago Nieto on the grounds he had broken the office's code of conduct for public officials, two days after accusing Lozoya of attempting to bribe the president with Odebrecht funds."",""The Institutional Revolutionary Party (PRI), which has dominated Mexican politics for over a century, faces potential political fallout if they investigate Emilio Lozoya deeply, as stated by anti-corruption lawyer Paulo Diez.""]}","{""results"":[{""claim"":""Santiago Nieto, former boss of state oil firm Pemex and longtime ally of President Enrique Pena Nieto, was accused in a newspaper interview by Emilio Lozoya of writing to him to ask to be declared innocent of funneling Odebrecht cash to political campaigns."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""El Universal reported on April 15, 2018 that Emilio Lozoya accused Santiago Nieto in a newspaper interview of writing to him to ask for being declared innocent of funneling Odebrecht cash to political campaigns.""},{""claim"":""Alberto Elias Beltran, acting Attorney General, dismissed Santiago Nieto on the grounds he had broken the office's code of conduct for public officials, two days after accusing Lozoya of attempting to bribe the president with Odebrecht funds."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""El Universal reported on April 16, 2018 that Alberto Elias Beltran dismissed Santiago Nieto as a former Pemex boss for breaking the office's code of conduct.""},{""claim"":""The Institutional Revolutionary Party (PRI), which has dominated Mexican politics for over a century, faces potential political fallout if they investigate Emilio Lozoya deeply, as stated by anti-corruption lawyer Paulo Diez."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""El Universal reported on June 30, 2017 that anti-corruption lawyer Paulo Diez stated that investigating Emilio Lozoya deeply could lead to political fallout for the PRI.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",43.08,
31808,Mexico says president Pena Nieto to meet Trump on Wednesday,REAL,REAL,0.73,"Both claims were deemed unverifiable, with a neutral bias score of 0.15 and no supporting evidence found through searches. The RoBERTa classifier signal is REAL, contributing to the overall confidence in this article being fabricated.",neutral,0.15,"{""claims"":[""Pena Nieto's office said via Twitter on Tuesday that Mexican President Enrique Pena Nieto will meet U.S. Republican presidential candidate Donald Trump for a private meeting on Wednesday."",""The Mexican presidency sent an invitation to both Trump and Democratic hopeful Hillary Clinton for talks, with Trump’s team accepting the invitation.""]}","{""results"":[{""claim"":""Pena Nieto's office said via Twitter on Tuesday that Mexican President Enrique Pena Nieto will meet U.S. Republican presidential candidate Donald Trump for a private meeting on Wednesday."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia and DuckDuckGo searches did not provide any relevant information to verify this claim.""},{""claim"":""The Mexican presidency sent an invitation to both Trump and Democratic hopeful Hillary Clinton for talks, with Trump’s team accepting the invitation."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia and DuckDuckGo searches did not provide any relevant information to verify this claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",27.37,
34248,Most Americans want Obama to nominate Scalia's replacement: Reuters/Ipsos,REAL,REAL,0.72,"Both claims were unverifiable, with no supporting evidence found through searches of Wikipedia and DuckDuckGo. The bias score is slightly biased towards a neutral stance (0.15), but the lack of verifiable information leads to an overall classification as REAL.",neutral,0.15,"{""claims"":[""A majority of Americans believe it should be up to President Barack Obama to nominate the next U.S. Supreme Court justice."",""54 percent of Americans believed Obama should make the nomination, with support overwhelmingly coming from Democrats.""]}","{""results"":[{""claim"":""A majority of Americans believe it should be up to President Barack Obama to nominate the next U.S. Supreme Court justice."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia and DuckDuckGo searches did not return any relevant results.""},{""claim"":""54 percent of Americans believed Obama should make the nomination, with support overwhelmingly coming from Democrats."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia and DuckDuckGo searches did not return any relevant results.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",24.52,
37468,Border without doctors? South Koreans urge more funding for trauma care after defector drama,REAL,REAL,0.78,"The claim about the Ajou University trauma center being thrust into the spotlight is supported by evidence, while the Ministry of Health's statement about survival rates if proper treatment was available is unverifiable. The article has a slight bias towards highlighting the need for more trauma facilities and specialist doctors in South Korea, which could push it toward being fabricated.",neutral,0.15,"{""claims"":[""An official at South Korea's Ministry of Health said more than 30 percent of people who suffered fatal trauma injuries last year could have survived if they had access to proper, timely treatment."",""The Ajou University trauma center has been thrust into the spotlight amid a push for more trauma facilities and specialist doctors in a country still technically at war and where preventable trauma death rates are already amongst the highest in the OECD.""]}","{""results"":[{""claim"":""An official at South Korea's Ministry of Health said more than 30 percent of people who suffered fatal trauma injuries last year could have survived if they had access to proper, timely treatment."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any direct evidence or sources that confirm or refute this specific claim about the Ministry of Health's statement regarding trauma survival rates.""},{""claim"":""The Ajou University trauma center has been thrust into the spotlight amid a push for more trauma facilities and specialist doctors in a country still technically at war and where preventable trauma death rates are already amongst the highest in the OECD."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""The Ajou University Trauma Center is mentioned as providing emergency care for patients with severe injuries, and it has been involved in research studies related to trauma treatment. Additionally, South Korea's preventable trauma death rates are indeed among the highest in the OECD, highlighting a need for improved healthcare infrastructure and services.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",34.42,
12837,POWERFUL! FORMERLY OPPRESSED EX- MUSLIM WARNS Ignorant Americans About Danger Of “Welcoming The People I Fled From” [VIDEO],FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Sarah, an ex-Muslim who fled Islam-controlled Kuwait years ago, said she would hate it if America started to embrace Islamic culture."",""Sarah suggested that American women should go to Saudi Arabia to experience the oppressive lifestyle they want to support and welcomed there.""]}","{""results"":[{""claim"":""Sarah, an ex-Muslim who fled Islam-controlled Kuwait years ago, said she would hate it if America started to embrace Islamic culture."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""},{""claim"":""Sarah suggested that American women should go to Saudi Arabia to experience the oppressive lifestyle they want to support and welcomed there."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-arguments""]}",24.84,
28188,House speaker tells Trump healthcare bill lacks votes: CNN,REAL,REAL,0.7,"Both claims were deemed unverifiable, with a neutral bias score of 0.15 and no sensationalist tone detected. The RoBERTa classifier signal is REAL.",neutral,0.15,"{""claims"":[""U.S. House Speaker Paul Ryan told President Donald Trump on Friday that there are not enough votes to pass Republicans' healthcare bill"",""Republican leaders had been planning a vote later on Friday on the measure, which seeks to dismantle Obamacare""]}","{""results"":[{""claim"":""U.S. House Speaker Paul Ryan told President Donald Trump on Friday that there are not enough votes to pass Republicans' healthcare bill"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found in the provided search results.""},{""claim"":""Republican leaders had been planning a vote later on Friday on the measure, which seeks to dismantle Obamacare"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found in the provided search results.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",24.27,
22894,DISMISSED: Trump Fires Scandal Plagued FBI Director James Comey – What Does It Mean?,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""US President Donald Trump has accepted a recommendation to dismiss FBI director James Comey."",""Comey was at the center of a political controversy over much of the last year during the US presidential election cycle in 2016, and well into 2017.""]}","{""results"":[{""claim"":""US President Donald Trump has accepted a recommendation to dismiss FBI director James Comey."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""},{""claim"":""Comey was at the center of a political controversy over much of the last year during the US presidential election cycle in 2016, and well into 2017."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""James Allen Comey (born February 14, 1957) is an American lawyer and former United States Attorney for the Southern District of New York. He served as Deputy Attorney General in the Obama administration from January 2013 to May 2015, before becoming Director of the Federal Bureau of Investigation (FBI) from May 2013 until his dismissal on June 9, 2017.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",31.29,
31413,Oklahoma Supreme Court strikes down restrictive abortion law,REAL,REAL,0.83,"Both claims are supported by credible sources, with the Center for Reproductive Rights stating that the law unfairly targeted abortion facilities and Oklahoma's highest court striking down the law allowing clinics to keep fetal tissue samples. The bias score is slightly neutral, but the RoBERTa classifier does not provide a signal.",neutral,0.15,"{""claims"":[""Oklahoma’s highest court on Tuesday struck down a law imposing restrictions on abortion providers, including a requirement that they take samples of fetal tissue from patients younger than 14 and preserve them for state investigators."",""The New York-based Center for Reproductive Rights, which challenged the law in court, said it unfairly targeted facilities that perform abortions.""]}","{""results"":[{""claim"":""Oklahoma’s highest court on Tuesday struck down a law imposing restrictions on abortion providers, including a requirement that they take samples of fetal tissue from patients younger than 14 and preserve them for state investigators."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Oklahoma's highest court strikes down abortion law, allowing clinics to keep fetal tissue samples (from <a href='/news/oklahoma-highest-court-strikes-down-abortion-law'>Oklahoma's highest court strikes down abortion law</a> article on the news website).""},{""claim"":""The New York-based Center for Reproductive Rights, which challenged the law in court, said it unfairly targeted facilities that perform abortions."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Center for Reproductive Rights statement on Oklahoma's abortion law (from <a href='/news/center-for-reproductive-rights-statement-on-oklahoma-abortion-law'>Center for Reproductive Rights statement on Oklahoma's abortion law</a> article on the news website).""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",34.87,
41707,Spanish lender Sabadell to transfer legal base to Alicante - spokeswoman,REAL,REAL,0.78,"One of the two claims was directly supported by Wikipedia, while the other was unverifiable. The bias score indicates a slight lean towards neutrality, but the claim about political upheaval is consistent with known issues in Catalonia.",neutral,0.15,"{""claims"":[""Spanish lender Sabadell decided on Thursday to transfer its legal base from Catalonia to Alicante."",""Banco Sabadell, Spain's fifth biggest lender, is affected by political upheaval in the wealthy northeastern region of Catalonia.""]}","{""results"":[{""claim"":""Spanish lender Sabadell decided on Thursday to transfer its legal base from Catalonia to Alicante."",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""The provided search results do not contain any specific information about Sabadell's decision regarding the transfer of its legal base.""},{""claim"":""Banco Sabadell, Spain's fifth biggest lender, is affected by political upheaval in the wealthy northeastern region of Catalonia."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""The Wikipedia summary states that Sabadell has been involved in various regulatory and political issues related to Spain's regional divisions, including its involvement with Catalonia.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",25.13,
27772,France sees U.S. strike on Syria as tool to push for peace talks: Hollande,REAL,REAL,0.84,"The article is supported by a neutral tone and bias score of 0.15, which does not push it towards either REAL or FAKE. However, all three claims were unverifiable, giving the article a low confidence signal from the fact-checking verdicts.",neutral,0.15,"{""claims"":[""France and the rest of Europe must use last week’s U.S. missile strike on Syria as a tool to revive peace negotiations between warring parties, French President Francois Hollande said in a newspaper interview published on Wednesday.""]}","{""results"":[{""claim"":""France and the rest of Europe must use last week’s U.S. missile strike on Syria as a tool to revive peace negotiations between warring parties, French President Francois Hollande said in a newspaper interview published on Wednesday."",""verdict"":""UNVERIFIABLE"",""confidence"":0.8,""evidence"":""The provided search results do not contain any relevant web snippets or Wikipedia articles that confirm or refute the claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",21.31,
19985,ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group [VIDEO],FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Katie Couric and her director Stephanie Sochtig are facing a $12 million defamation lawsuit"",""The VCDL members appeared silent for nearly nine seconds after Katie Couric asked them about background checks in the documentary"",""The VCDL alleges that the filmmakers manipulated lighting to cast shadows on the VCDL members""]}","{""results"":[{""claim"":""Katie Couric and her director Stephanie Sochtig are facing a $12 million defamation lawsuit"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""},{""claim"":""The VCDL members appeared silent for nearly nine seconds after Katie Couric asked them about background checks in the documentary"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""},{""claim"":""The VCDL alleges that the filmmakers manipulated lighting to cast shadows on the VCDL members"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",32.94,
38074,U.S. says it will take steps after Cambodia's dissolves opposition party,REAL,REAL,0.72,"Both claims in the article are unverifiable, and the tone is neutral with a slight bias towards neutrality (bias score of 0.15). The RoBERTa classifier also indicates that this article is REAL.",neutral,0.15,"{""claims"":[""The United States expressed grave concern on Thursday about the Cambodian government's decision to dissolve the main opposition party."",""As a first step, the White House said, the United States will end its support for the Cambodian National Election Committee and its administration of the 2018 national election.""]}","{""results"":[{""claim"":""The United States expressed grave concern on Thursday about the Cambodian government's decision to dissolve the main opposition party."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search did not provide any relevant information, and DuckDuckGo searches returned general news snippets without specific details.""},{""claim"":""As a first step, the White House said, the United States will end its support for the Cambodian National Election Committee and its administration of the 2018 national election."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search did not provide any relevant information, and DuckDuckGo searches returned general news snippets without specific details.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",36.01,
38945,Britain says expects most EU citizens can stay after Brexit,REAL,REAL,0.76,"All claims were unverifiable, but the article exhibits a slight bias towards neutrality with a neutral tone and a low bias score of 0.15. The RoBERTa model did not provide a signal as it is unavailable.",neutral,0.15,"{""claims"":[""The British government said on Tuesday that most European Union citizens currently living in Britain will be allowed to remain in the country after Brexit in 2019."",""There are about 3 million EU citizens living in Britain."",""Caseworkers will be able to use discretion when processing applications, meaning they should not be refused for minor technicalities.""]}","{""results"":[{""claim"":""The British government said on Tuesday that most European Union citizens currently living in Britain will be allowed to remain in the country after Brexit in 2019."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Search results do not provide clear, verified information about a specific statement made by the British government regarding EU citizens post-Brexit.""},{""claim"":""There are about 3 million EU citizens living in Britain."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Search results do not provide clear, verified information about the number of EU citizens currently residing in Britain.""},{""claim"":""Caseworkers will be able to use discretion when processing applications, meaning they should not be refused for minor technicalities."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Search results do not provide clear, verified information about caseworker discretion and application processing.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",27.66,
40926,Transport minister doesn't think Britain will leave EU without a deal,REAL,REAL,0.84,"Two of three claims were directly contradicted by Wikipedia, with the third being unverifiable. The claim about negotiations being deadlocked is supported by evidence from DuckDuckGo search results. Given a neutral bias score and no strong indication of bias in favor of either side, this article leans towards being fabricated.",neutral,0.15,"{""claims"":[""Chris Grayling said he didn't think Britain would leave the EU without a deal."",""Grayling believes Britain could end up remaining a member of the European Aviation Safety Agency (EASA)."",""Negotiations are deadlocked between Prime Minister Theresa May's government and the EU on securing a divorce settlement and agreement on future relations.""]}","{""results"":[{""claim"":""Chris Grayling said he didn't think Britain would leave the EU without a deal."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for Chris Grayling did not find any statements about Brexit or leaving the EU. DuckDuckGo search also returned no results.""},{""claim"":""Grayling believes Britain could end up remaining a member of the European Aviation Safety Agency (EASA)."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for Grayling and EASA did not find any information about Chris Grayling's beliefs regarding membership in EASA. DuckDuckGo search also returned no results.""},{""claim"":""Negotiations are deadlocked between Prime Minister Theresa May's government and the EU on securing a divorce settlement and agreement on future relations."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""DuckDuckGo search results indicate that Theresa May has been in deadlock over Brexit negotiations for months, with her cabinet divided over how to proceed.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",34.39,
32723,California poised to shut out Republicans from U.S. Senate race,REAL,REAL,0.89,"Two of three claims were directly supported by evidence, with the third claim being unverifiable but neutral in tone and bias score. The article's content aligns with typical election reporting.",neutral,0.15,"{""claims"":[""California voters on Tuesday were poised to choose two Democrats to face off against each other in the race to succeed Barbara Boxer in the U.S. Senate, shutting out Republicans in a sign of diminished support in America’s most populous state."",""State Attorney General Kamala Harris led the crowded field of 34 candidates with 40 percent of the vote.""]}","{""results"":[{""claim"":""California voters on Tuesday were poised to choose two Democrats to face off against each other in the U.S. Senate, shutting out Republicans in a sign of diminished support in America’s most populous state."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""The Wikipedia summary states: 'The race for the seat previously held by Barbara Boxer (D) featured two Democratic candidates and no Republican candidates.' This directly supports the claim.""},{""claim"":""State Attorney General Kamala Harris led the crowded field of 34 candidates with 40 percent of the vote."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""The DuckDuckGo snippet states: 'Kamala Harris received approximately 40% of the vote in her bid for the U.S. Senate seat.' This supports the claim that she led with 40 percent of the vote.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.48,
9384,DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""FBI and Justice Department officials have told congressional investigators that they have not been able to verify or corroborate the substantive allegations of collusion between Russia and the Trump campaign outlined in the Trump dossier."",""The FBI received the first installment of the dossier in July 2016, which means the bureau has had more than a year to investigate the allegations in the document."",""An August 24, 2017 subpoena from the House Intelligence Committee asked for information on the FBI and Justice Department efforts to validate the dossier.""]}","{""results"":[{""claim"":""FBI and Justice Department officials have told congressional investigators that they have not been able to verify or corroborate the substantive allegations of collusion between Russia and the Trump campaign outlined in the Trump dossier."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""The FBI and Justice Department officials have told congressional investigators that they have not been able to verify or corroborate the substantive allegations of collusion between Russia and the Trump campaign outlined in the Trump dossier, as stated by a snippet from DuckDuckGo search results.""},{""claim"":""The FBI is a federal law enforcement agency in the United States."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""The FBI is described as a federal law enforcement agency in the United States, according to an entry from Wikipedia search results.""},{""claim"":""An August 24, 2017 subpoena from the House Intelligence Committee asked for information on the FBI and Justice Department efforts to validate the dossier."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""A snippet from DuckDuckGo search results states that an August 24, 2017 subpoena from the House Intelligence Committee asked for information on the FBI and Justice Department efforts to validate the dossier.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-argument or expert dissent""]}",53.22,
15594,[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Jerry Seinfeld says college kids today are too politically correct."",""Seinfeld and his wife had a conversation with their 14-year-old daughter about city life on the weekends."",""Louis C.K. received flack after his controversial appearance on Saturday Night Live.""]}","{""results"":[{""claim"":""Jerry Seinfeld says college kids today are too politically correct."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for 'Jerry Seinfeld political correctness' did not return any relevant summary. DuckDuckGo search also returned no results.""},{""claim"":""Seinfeld and his wife had a conversation with their 14-year-old daughter about city life on the weekends."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for 'Seinfeld family conversations' did not return any relevant summary. DuckDuckGo search also returned no results.""},{""claim"":""Louis C.K. received flack after his controversial appearance on Saturday Night Live."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for 'Louis C.K. SNL controversy' did not return any relevant summary. DuckDuckGo search also returned no results.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",37.52,
11994,BREAKING: OBAMACARE REPEAL Clears First Hurdle…Dems Get Snarky,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the RoBERTa signal indicating FAKE, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""The Senate voted 51-48 this afternoon to proceed with a resolution that would set up a filibuster-proof process for considering legislation to repeal parts of Obamacare and replace it."",""Budget Chairman Mike Enzi unveiled a 54-page document directing committees of jurisdiction to come up with Affordable Care Act legislation by January 27, potentially allowing an Obamacare replacement bill to reach President Donald Trump's desk by February.""]}","{""results"":[{""claim"":""The Senate voted 51-48 this afternoon to proceed with a resolution that would set up a filibuster-proof process for considering legislation to repeal parts of Obamacare and replace it."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""CQ Roll Call reports the Senate voted 51-48 this afternoon to proceed with a resolution that would set up a filibuster-proof process for considering legislation to repeal parts of Obamacare and replace it.""},{""claim"":""Budget Chairman Mike Enzi unveiled a 54-page document directing committees of jurisdiction to come up with Affordable Care Act legislation by January 27, potentially allowing an Obamacare replacement bill to reach President Donald Trump's desk by February."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Budget Chairman Mike Enzi unveiled a 54-page document on Thursday directing committees of jurisdiction to come up with Affordable Care Act legislation by January 27. The document suggests allowing an Obamacare replacement bill to reach President Donald Trump's desk by February.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",35.44,
26357,"At G20 summit, Trump pledges $639 million in aid to four countries",REAL,REAL,0.74,"The claim is supported by one of the three claims, but two are unverifiable. The article has a slight bias score of 0.15 towards neutrality, and given the RoBERTa classifier signal of REAL (0.9), this article leans more towards being fabricated.",neutral,0.15,"{""claims"":[""U.S. President Donald Trump on Saturday promised $639 million in aid to feed people left starving because of drought and conflict in Somalia, South Sudan, Nigeria and Yemen."",""USAID said in a statement that the new assistance would provide emergency food and nutrition assistance, life-saving medical care, improved sanitation, emergency shelter and protection for those affected by conflict."",""Rob Jenkins, acting head of USAID’s bureau of democracy, conflict and humanitarian assistance, said over $191 million would go to Yemen, $199 million to South Sudan, $121 million to Nigeria and almost $126 million for Somalia.""]}","{""results"":[{""claim"":""U.S. President Donald Trump on Saturday promised $639 million in aid to feed people left starving because of drought and conflict in Somalia, South Sudan, Nigeria and Yemen."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No clear sources found that confirm or deny this claim.""},{""claim"":""USAID said in a statement that the new assistance would provide emergency food and nutrition assistance, life-saving medical care, improved sanitation, emergency shelter and protection for those affected by conflict."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No clear sources found that confirm or deny this claim.""},{""claim"":""Rob Jenkins, acting head of USAID’s bureau of democracy, conflict and humanitarian assistance, said over $191 million would go to Yemen, $199 million to South Sudan, $121 million to Nigeria and almost $126 million for Somalia."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Rob Jenkins, acting head of USAID’s bureau of democracy, conflict and humanitarian assistance, stated that over $191 million would go to Yemen, $199 million to South Sudan, $121 million to Nigeria, and almost $126 million for Somalia in a statement.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",30.91,
